iata,name,city,country,lat,lon
AAA,Anaa Airport,Anaa,PF,-17.3526,-145.51
AAC,El Arish International Airport,El Arish,EG,31.0733,33.8358
AAE,Rabah Bitat Airport,Annaba,DZ,36.8222,7.8092
AAF,Apalachicola Regional Airport,Apalachicola,US,29.7275,-85.0275
AAH,Aachen-Merzbrück Airport,Aachen,DE,50.8231,6.1864
AAK,Buariki Airport,Buariki,KI,0.1853,173.637
AAL,Aalborg Airport,Aalborg,DK,57.0928,9.8492
AAM,Malamala Airport,Malamala,ZA,-24.8181,31.5446
AAN,Al Ain International Airport,Al Ain,AE,24.2617,55.6092
AAO,Anaco Airport,Anaco,VE,9.4302,-64.4707
AAP,Andrau Airpark,Houston,US,29.7225,-95.5883
AAQ,Anapa Vityazevo Airport,Anapa,RU,45.0021,37.3473
AAR,Aarhus Airport,Aarhus,DK,56.3,10.619
AAT,Altay Air Base,Altay,CN,47.7499,88.0858
AAV,Allah Valley Airport,Surallah,PH,6.3668,124.751
AAX,Romeu Zema Airport,Araxa,BR,-19.5632,-46.9604
AAY,Al Ghaidah International Airport,Al Ghaidah Intl,YE,16.1917,52.175
AAZ,Quezaltenango Airport,Quezaltenango,GT,14.8656,-91.502
ABA,Abakan Airport,Abakan,RU,53.74,91.385
ABB,Asaba International Airport,Asaba,NG,6.2042,6.6653
ABC,Albacete-Los Llanos Airport,Albacete,ES,38.9485,-1.8635
ABD,Abadan Airport,Abadan,IR,30.3711,48.2283
ABE,Lehigh Valley International Airport,Allentown,US,40.6521,-75.4408
ABF,Abaiang Airport,Abaiang Atoll,KI,1.7986,173.041
ABH,Alpha Airport,Alpha,AU,-23.6461,146.584
ABI,Abilene Regional Airport,Abilene,US,32.4113,-99.6819
ABJ,Port Bouet Airport,Abidjan,CI,5.2614,-3.9263
ABK,Kabri Dehar Airport,Kabri Dehar,ET,6.734,44.253
ABL,Ambler Airport,Ambler,US,67.1063,-157.857
ABM,Northern Peninsula Airport,Amberley,AU,-10.9508,142.459
ABN,Albina Airport,Albina,SR,5.5127,-54.0501
ABQ,Albuquerque International Sunport,Albuquerque,US,35.0402,-106.609
ABR,Aberdeen Regional Airport,Aberdeen,US,45.4491,-98.4218
ABS,Abu Simbel Airport,Abu Simbel,EG,22.376,31.6117
ABT,Al Baha Airport,El-baha,SA,20.2961,41.6343
ABV,Nnamdi Azikiwe International Airport,Abuja,NG,9.0068,7.2632
ABX,Albury Airport,Albury,AU,-36.0678,146.958
ABY,Southwest Georgia Regional Airport,Albany,US,31.5355,-84.1945
ABZ,Aberdeen Dyce Airport,Aberdeen,GB,57.2019,-2.1978
ACA,General Juan N Alvarez International Airport,Acapulco,MX,16.7571,-99.754
ACC,Kotoka International Airport,Accra,GH,5.6052,-0.1668
ACD,Alcides Fernández Airport,Acandi,CO,8.5167,-77.3
ACE,Lanzarote Airport,Arrecife,ES,28.9455,-13.6052
ACF,Brisbane Archerfield Airport,Brisbane,AU,-27.5703,153.008
ACH,St Gallen Altenrhein Airport,Altenrhein,CH,47.485,9.5608
ACI,Alderney Airport,Alderney,GG,49.7061,-2.2147
ACJ,Anuradhapura Air Force Base,Anuradhapura,LK,8.3015,80.4279
ACK,Nantucket Memorial Airport,Nantucket,US,41.2531,-70.0602
ACN,Ciudad Acuña New International Airport,Ciudad Acuna,MX,29.3329,-101.099
ACP,Sahand Airport,Maragheh,IR,37.348,46.1279
ACR,Araracuara Airport,Araracuara,CO,-0.5833,-72.4083
ACS,Achinsk Airport,Achinsk,RU,56.2683,90.5708
ACT,Waco Regional Airport,Waco,US,31.6113,-97.2305
ACV,California Redwood Coast-Humboldt County Airport,Arcata CA,US,40.9781,-124.109
ACX,Xingyi Airport,Xingyi,CN,25.0864,104.9594
ACY,Atlantic City International Airport,Atlantic City,US,39.4576,-74.5772
ACZ,Zabol Airport,Zabol,IR,31.0983,61.5439
ADA,Adana Airport,Adana,TR,36.9822,35.2804
ADB,Adnan Menderes International Airport,Izmir,TR,38.2924,27.157
ADD,Addis Ababa Bole International Airport,Addis Ababa,ET,8.9779,38.7993
ADE,Aden International Airport,Aden,YE,12.8295,45.0288
ADF,Adıyaman Airport,Adiyaman,TR,37.7314,38.4689
ADH,Aldan Airport,Aldan,RU,58.6028,125.409
ADI,Arandis Airport,Arandis,NA,-22.4622,14.98
ADJ,Amman-Marka International Airport,Amman,JO,31.9727,35.9916
ADK,Adak Airport,Adak Island,US,51.878,-176.646
ADL,Adelaide International Airport,Adelaide,AU,-34.945,138.531
ADM,Ardmore Municipal Airport,Ardmore,US,34.303,-97.0196
ADP,Ampara Airport,Galoya,LK,7.3378,81.6259
ADQ,Kodiak Airport,Kodiak,US,57.75,-152.494
ADS,Addison Airport,Addison,US,32.9686,-96.8364
ADT,Ada Regional Airport,Ada,US,34.8043,-96.6713
ADU,Ardabil Airport,Ardabil,IR,38.3257,48.4244
ADW,Joint Base Andrews,Camp Springs,US,38.8108,-76.867
ADX,RAF Leuchars,Leuchars,GB,56.3729,-2.8684
ADY,Alldays Airport,Alldays,ZA,-22.679,29.0555
ADZ,Gustavo Rojas Pinilla International Airport,San Andres Island,CO,12.5836,-81.7112
AEA,Abemama Atoll Airport,Abemama,KI,0.4908,173.829
AEB,Baise Youjiang Airport,Baise,CN,23.7206,106.96
AEG,Aek Godang Airport,Padang Sidempuan,ID,1.4001,99.4305
AEH,Abeche Airport,Abeche,TD,13.847,20.8443
AEI,Algeciras Heliport,Algeciras,ES,36.1289,-5.4411
AEO,Aioun el Atrouss Airport,Aioun El Atrouss,MR,16.7113,-9.6379
AEP,Jorge Newbery Airpark,Buenos Aires,AR,-34.5592,-58.4156
AER,Sochi International Airport,Sochi,RU,43.4499,39.9566
AES,Ålesund Airport,Alesund,NO,62.5625,6.1197
AET,Allakaket Airport,Allakaket,US,66.5518,-152.622
AEU,Abu Musa Island Airport,Abumusa I.,IR,25.8757,55.033
AEX,Alexandria International Airport,Alexandria,US,31.3274,-92.5498
AEY,Akureyri Airport,Akureyri,IS,65.66,-18.0727
AFA,Suboficial Ay Santiago Germano Airport,San Rafael,AR,-34.5883,-68.4039
AFL,Piloto Osvaldo Marques Dias Airport,Alta Floresta,BR,-9.8664,-56.105
AFS,Sugraly Airport,Zarafshan,UZ,41.6139,64.2332
AFT,Afutara Aerodrome,Afutara,SB,-9.1914,160.9486
AFW,Fort Worth Alliance Airport,Fort Worth,US,32.9876,-97.3188
AFY,Afyon Airport,Afyon,TR,38.7264,30.6011
AFZ,Sabzevar National Airport,Sabzevar,IR,36.1681,57.5952
AGA,Al Massira Airport,Agadir,MA,30.325,-9.4131
AGB,Augsburg Airport,Augsburg,DE,48.4253,10.9317
AGC,Allegheny County Airport,Pittsburgh,US,40.3544,-79.9302
AGE,Wangerooge Airport,Wangerooge,DE,53.7828,7.9139
AGF,Agen-La Garenne Airport,Agen,FR,44.1747,0.5906
AGH,Ängelholm-Helsingborg Airport,Ängelholm,SE,56.2961,12.8471
AGI,Wageningen Airstrip,Wageningen,SR,5.8411,-56.6733
AGJ,Aguni Airport,Aguni,JP,26.5925,127.241
AGN,Angoon Seaplane Base,Angoon,US,57.5036,-134.585
AGP,Málaga Airport,Malaga,ES,36.6749,-4.4991
AGQ,Agrinion Air Base,Agrinion,GR,38.602,21.3512
AGR,Agra Airport,Agra,IN,27.1558,77.9609
AGS,Augusta Regional At Bush Field,Bush Field,US,33.3699,-81.9645
AGT,Guarani International Airport,Ciudad del Este,PY,-25.4545,-54.8427
AGU,Jesús Terán Paredo International Airport,Aguascalientes,MX,21.7056,-102.318
AGV,Oswaldo Guevara Mujica Airport,Acarigua,VE,9.5534,-69.2379
AGX,Agatti Airport,Agatti Island,IN,10.8237,72.176
AGZ,Aggeneys Airport,Aggeneys,ZA,-29.2818,18.8139
AHB,Abha Regional Airport,Abha,SA,18.2404,42.6566
AHE,Ahe Airport,Ahe,PF,-14.4281,-146.257
AHJ,Hongyuan Airport,Ngawa,CN,32.5315,102.3522
AHN,Athens Ben Epps Airport,Athens,US,33.9486,-83.3263
AHO,Alghero-Fertilia Airport,Alghero,IT,40.6321,8.2908
AHS,Ahuas Airport,Ahuas,HN,15.4722,-84.3522
AHU,Cherif Al Idrissi Airport,Al Hociema,MA,35.1771,-3.8395
AIA,Alliance Municipal Airport,Alliance,US,42.0532,-102.804
AID,Anderson Municipal Darlington Field,ANDERSON,US,40.1086,-85.613
AIK,Aiken Regional Airport,Aiken,US,33.6494,-81.685
AIN,Wainwright Airport,Wainwright,US,70.638,-159.995
AIP,Adampur Airport,Adampur,IN,31.4338,75.7588
AIR,Aripuanã Airport,Aripuana,BR,-10.1883,-59.4573
AIS,Arorae Island Airport,Arorae,KI,-2.6161,176.803
AIT,Aitutaki Airport,Aitutaki,CK,-18.8309,-159.764
AIU,Enua Airport,Atiu Island,CK,-19.9678,-158.119
AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,US,38.096,-92.5495
AJA,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,FR,41.9236,8.8029
AJF,Al-Jawf Domestic Airport,Al-Jawf,SA,29.7851,40.1
AJI,Ağrı Airport,Agri,TR,39.6545,43.026
AJK,Arak Airport,Arak,IR,34.1381,49.8473
AJL,Lengpui Airport,Aizwal,IN,23.8406,92.6197
AJN,Ouani Airport,Anjouan,KM,-12.1317,44.4303
AJR,Arvidsjaur Airport,Arvidsjaur,SE,65.5903,19.2819
AJU,Santa Maria Airport,Aracaju,BR,-10.984,-37.0703
AJY,Mano Dayak International Airport,Agadez,NE,16.966,8.0001
AKA,Ankang Wulipu Airport,Ankang,CN,32.7081,108.931
AKB,Atka Airport,Atka,US,52.2203,-174.206
AKC,Akron Fulton International Airport,Akron,US,41.0375,-81.4669
AKD,Akola Airport,Akola,IN,20.699,77.0586
AKF,Kufra Airport,Kufra,LY,24.1787,23.314
AKH,Prince Sultan Air Base,Al Kharj,SA,24.0627,47.5805
AKI,Akiak Airport,Akiak,US,60.9029,-161.231
AKJ,Asahikawa Airport,Asahikawa,JP,43.6708,142.447
AKK,Akhiok Airport,Akhiok,US,56.9387,-154.183
AKL,Auckland International Airport,Auckland,NZ,-37.0081,174.792
AKN,King Salmon Airport,King Salmon,US,58.6768,-156.649
AKO,Colorado Plains Regional Airport,Akron,US,40.1756,-103.222
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,68.1336,-151.743
AKR,Akure Airport,Akure,NG,7.2467,5.301
AKS,Gwaunaru'u Airport,Auki,SB,-8.7026,160.682
AKT,RAF Akrotiri,Akrotiri,CY,34.5904,32.9879
AKU,Aksu Airport,Aksu,CN,41.2625,80.2917
AKV,Akulivik Airport,Akulivik,CA,60.8186,-78.1486
AKW,Aghajari Airport,Aghajari,IR,30.7444,49.6772
AKX,Aktobe Airport,Aktyubinsk,KZ,50.2458,57.2067
AKY,Sittwe Airport,Sittwe,MM,20.1327,92.8726
ALA,Almaty Airport,Alma-ata,KZ,43.3521,77.0405
ALB,Albany International Airport,Albany,US,42.7483,-73.8017
ALC,Alicante International Airport,Alicante,ES,38.2822,-0.5582
ALE,Alpine Casparis Municipal Airport,Alpine,US,30.3842,-103.684
ALF,Alta Airport,Alta,NO,69.9761,23.3717
ALG,Houari Boumediene Airport,Algier,DZ,36.691,3.2154
ALH,Albany Airport,Albany,AU,-34.9433,117.809
ALI,Alice International Airport,Alice,US,27.7409,-98.0269
ALJ,Alexander Bay Airport,Alexander Bay,ZA,-28.575,16.5333
ALL,Villanova D'Albenga International Airport,Albenga,IT,44.0506,8.1274
ALM,Alamogordo White Sands Regional Airport,Alamogordo,US,32.8399,-105.991
ALN,St Louis Regional Airport,Alton/St Louis,US,38.8903,-90.046
ALO,Waterloo Regional Airport,Waterloo,US,42.5571,-92.4003
ALP,Aleppo International Airport,Aleppo,SY,36.1807,37.2244
ALR,Alexandra Airport,Alexandra,NZ,-45.2117,169.373
ALS,San Luis Valley Regional Bergman Field,Alamosa,US,37.4349,-105.867
ALU,Alula Airport,Alula,SO,11.9582,50.748
ALW,Walla Walla Regional Airport,Walla Walla,US,46.0949,-118.288
ALX,Thomas C Russell Field,Alexander City,US,32.9147,-85.963
ALY,El Nouzha Airport,Alexandria,EG,31.1839,29.9489
AMA,Rick Husband Amarillo International Airport,Amarillo,US,35.2194,-101.706
AMB,Ambilobe Airport,Ambilobe,MG,-13.1884,48.988
AMC,Am Timan Airport,Am Timan,TD,11.034,20.274
AMD,Sardar Vallabhbhai Patel International Airport,Ahmedabad,IN,23.0772,72.6347
AMH,Arba Minch Airport,Arba Minch,ET,6.0394,37.5905
AMI,Selaparang Airport,Mataram,ID,-8.5607,116.095
AMM,Queen Alia International Airport,Amman,JO,31.7226,35.9932
AMN,Gratiot Community Airport,Kamloops,CA,43.3221,-84.688
AMQ,"Pattimura Airport, Ambon",Ambon,ID,-3.7103,128.089
AMS,Amsterdam Airport Schiphol,Amsterdam,NL,52.3086,4.7639
AMT,Amata Airport,Amata,AU,-26.1083,131.207
AMV,Amderma Airport,Amderma,RU,69.7633,61.5564
AMZ,Ardmore Airport,Ardmore,NZ,-37.0297,174.973
ANB,Anniston Regional Airport,Anniston,US,33.5882,-85.8581
ANC,Ted Stevens Anchorage International Airport,Anchorage,US,61.1744,-149.996
AND,Anderson Regional Airport,Andersen,US,34.4946,-82.7094
ANE,Angers-Loire Airport,Angers/Marcé,FR,47.5603,-0.3122
ANF,Andrés Sabella Gálvez International Airport,Antofagasta,CL,-23.4445,-70.4451
ANG,Angoulême-Brie-Champniers Airport,Angouleme,FR,45.7292,0.2215
ANI,Aniak Airport,Aniak,US,61.5816,-159.543
ANK,Etimesgut Air Base,Ankara,TR,39.9498,32.6886
ANM,Antsirabato Airport,Antalaha,MG,-14.9994,50.3202
ANN,Annette Island Airport,Annette Island,US,55.0424,-131.572
ANP,Lee Airport,Annapolis,US,38.9429,-76.5684
ANQ,Tri State Steuben County Airport,Angola,US,41.6397,-85.0835
ANR,Antwerp International Airport (Deurne),Antwerp,BE,51.1894,4.4603
ANS,Andahuaylas Airport,Andahuaylas,PE,-13.7064,-73.3504
ANU,V.C. Bird International Airport,Antigua,AG,17.1367,-61.7927
ANV,Anvik Airport,Anvik,US,62.6467,-160.191
ANX,Andøya Airport,Andoya,NO,69.2925,16.1442
AOC,Altenburg-Nobitz Airport,Altenburg,DE,50.9819,12.5064
AOE,Anadolu Airport,Eskissehir,TR,39.8099,30.5194
AOG,Anshan Air Base,Anshan,CN,41.1053,122.854
AOH,Lima Allen County Airport,Lima,US,40.7069,-84.0267
AOI,Ancona Falconara Airport,Ancona,IT,43.6163,13.3623
AOJ,Aomori Airport,Aomori,JP,40.7347,140.691
AOK,Karpathos Airport,Karpathos,GR,35.4214,27.146
AOL,Paso De Los Libres Airport,Paso De Los Libres,AR,-29.6894,-57.1521
AOO,Altoona Blair County Airport,Altoona,US,40.2964,-78.32
AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,PE,-2.7961,-76.4666
AOR,Sultan Abdul Halim Airport,Alor Setar,MY,6.1897,100.398
AOT,Aosta Airport,Aosta,IT,45.7385,7.3687
AOU,Attopeu Airport,Attopeu,LA,14.8147,106.8217
APA,Centennial Airport,Denver,US,39.5701,-104.849
APC,Napa County Airport,Napa,US,38.2132,-122.281
APF,Naples Municipal Airport,Naples,US,26.1526,-81.7753
APG,Phillips Army Air Field,Aberdeen,US,39.4662,-76.1688
API,Gomez Nino Apiay Air Base,Apiay,CO,4.0761,-73.5627
APK,Apataki Airport,Apataki,PF,-15.5736,-146.415
APL,Nampula Airport,Nampula,MZ,-15.1056,39.2818
APN,Alpena County Regional Airport,Alpena,US,45.0781,-83.5603
APO,Antonio Roldan Betancourt Airport,Carepa,CO,7.812,-76.7164
APQ,Arapiraca Airport,Arapiraca,BR,-9.7754,-36.6292
APT,Marion County Brown Field,Jasper,US,35.0607,-85.5853
APW,Faleolo International Airport,Faleolo,WS,-13.83,-172.008
APZ,Zapala Airport,ZAPALA,AR,-38.9755,-70.1136
AQA,Araraquara Airport,Araracuara,BR,-21.812,-48.133
AQB,Santa Cruz del Quiche Airport,Santa Cruz des Quiche,GT,15.0122,-91.1506
AQG,Anqing Tianzhushan Airport,Anqing,CN,30.5822,117.05
AQI,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,SA,28.3352,46.1251
AQJ,Aqaba King Hussein International Airport,Aqaba,JO,29.6116,35.0181
AQP,Rodríguez Ballón International Airport,Arequipa,PE,-16.3411,-71.5831
ARA,Acadiana Regional Airport,Louisiana,US,30.0378,-91.8839
ARB,Ann Arbor Municipal Airport,Ann Arbor,US,42.223,-83.7456
ARC,Arctic Village Airport,Arctic Village,US,68.1147,-145.579
ARD,Mali Airport,Alor Island,ID,-8.1323,124.597
ARE,Antonio Nery Juarbe Pol Airport,Arecibo,PR,18.45,-66.6753
ARH,Talagi Airport,Arkhangelsk,RU,64.6003,40.7167
ARI,Chacalluta Airport,Arica,CL,-18.3485,-70.3387
ARK,Arusha Airport,Arusha,TZ,-3.3678,36.6333
ARM,Armidale Airport,Armidale,AU,-30.5281,151.617
ARN,Stockholm-Arlanda Airport,Stockholm,SE,59.6519,17.9186
ARR,D. Casimiro Szlapelis Airport,Alto Rio Senguer,AR,-45.0136,-70.8122
ART,Watertown International Airport,Watertown,US,43.9919,-76.0217
ARU,Araçatuba Airport,Aracatuba,BR,-21.1413,-50.4247
ARV,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,US,45.9279,-89.7309
ARW,Arad International Airport,Arad,RO,46.1766,21.262
ARY,Ararat Airport,,AU,-37.3094,142.989
ASA,Assab International Airport,Assab,ER,13.0718,42.645
ASB,Ashgabat International Airport,Ashkhabad,TM,37.9868,58.361
ASD,Andros Town Airport,Andros Town,BS,24.6979,-77.7956
ASE,Aspen-Pitkin Co/Sardy Field,Aspen,US,39.2232,-106.869
ASF,Astrakhan Airport,Astrakhan,RU,46.2833,48.0063
ASH,Boire Field,Nashua,US,42.7817,-71.5148
ASI,RAF Ascension Island,Wide Awake,SH,-7.9696,-14.3937
ASJ,Amami Airport,Amami,JP,28.4306,129.713
ASK,Yamoussoukro Airport,Yamoussoukro,CI,6.9032,-5.3656
ASM,Asmara International Airport,Asmara,ER,15.2919,38.9107
ASN,Talladega Municipal Airport,Talladega,US,33.5699,-86.0509
ASO,Asosa Airport,Asosa,ET,10.0185,34.5863
ASP,Alice Springs Airport,Alice Springs,AU,-23.8067,133.902
ASR,Kayseri Erkilet Airport,Kayseri,TR,38.7704,35.4954
ASS,Arathusa Safari Lodge Airport,Arathusa,ZA,-24.7442,31.5225
AST,Astoria Regional Airport,Astoria,US,46.158,-123.879
ASU,Silvio Pettirossi International Airport,Asuncion,PY,-25.24,-57.52
ASV,Amboseli Airport,Amboseli National Park,KE,-2.6451,37.2531
ASW,Aswan International Airport,Aswan,EG,23.9644,32.82
ATA,Comandante FAP German Arias Graziani Airport,Anta,PE,-9.3474,-77.5984
ATB,Atbara Airport,Atbara,SD,17.7103,34.057
ATC,Arthur's Town Airport,Arthur's Town,BS,24.6294,-75.6738
ATD,Uru Harbour Airport,Atoifi,SB,-8.8733,161.011
ATF,Chachoán Airport,Ambato,EC,-1.2121,-78.5746
ATG,Minhas Air Base,Kamra,PK,33.8691,72.4009
ATH,Eleftherios Venizelos International Airport,Athens,GR,37.9364,23.9445
ATI,Artigas International Airport,Artigas ,UY,-30.4007,-56.5079
ATJ,Antsirabe Airport,Antsirabe,MG,-19.8392,47.0637
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,70.4673,-157.436
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US,33.6367,-84.4281
ATM,Altamira Airport,Altamira,BR,-3.2539,-52.254
ATO,Ohio University Snyder Field,Athens,US,39.211,-82.2314
ATQ,Sri Guru Ram Dass Jee International Airport,Amritsar,IN,31.7096,74.7973
ATR,Atar International Airport,Atar,MR,20.5068,-13.0432
ATW,Appleton International Airport,Appleton,US,44.2581,-88.5191
ATY,Watertown Regional Airport,Watertown,US,44.914,-97.1547
ATZ,Assiut International Airport,Asyut,EG,27.0465,31.012
AUA,Queen Beatrix International Airport,Oranjestad,AW,12.5014,-70.0152
AUC,Santiago Perez Airport,Arauca,CO,7.0689,-70.7369
AUF,Auxerre-Branches Airport,Auxerre,FR,47.8502,3.4971
AUG,Augusta State Airport,Augusta,US,44.3206,-69.7973
AUH,Abu Dhabi International Airport,Abu Dhabi,AE,24.433,54.6511
AUK,Alakanuk Airport,Alakanuk,US,62.68,-164.6599
AUO,Auburn University Regional Airport,Auburn,US,32.6151,-85.434
AUQ,Hiva Oa-Atuona Airport,Hiva-oa,PF,-9.7688,-139.011
AUR,Aurillac Airport,Aurillac,FR,44.8914,2.4219
AUS,Austin Bergstrom International Airport,Austin,US,30.1945,-97.6699
AUU,Aurukun Airport,Aurukun,AU,-13.3541,141.7207
AUW,Wausau Downtown Airport,Wausau,US,44.9262,-89.6266
AUX,Araguaína Airport,Araguaina,BR,-7.2279,-48.2405
AUY,Aneityum Airport,Anelghowhat,VU,-20.2492,169.771
AVA,Anshun Huangguoshu Airport,Anshun,CN,26.2606,105.8733
AVB,Aviano Air Base,Aviano,IT,46.0319,12.5965
AVI,Maximo Gomez Airport,Ciego De Avila,CU,22.0271,-78.7896
AVK,Arvaikheer Airport,Arvaikheer,MN,46.2503,102.802
AVL,Asheville Regional Airport,Asheville,US,35.4362,-82.5418
AVN,Avignon-Caumont Airport,Avignon,FR,43.9073,4.9018
AVO,Avon Park Executive Airport,Avon Park,US,27.5912,-81.5278
AVP,Wilkes Barre Scranton International Airport,Scranton,US,41.3385,-75.7234
AVR,Alverca Air Base,Alverca,PT,38.8833,-9.0301
AVV,Avalon Airport,Avalon,AU,-38.0394,144.469
AVW,Marana Regional Airport,Tucson,US,32.4096,-111.218
AVX,Catalina Airport,Catalina Island,US,33.4049,-118.416
AWA,Awassa Airport,Awasa,ET,7.067,38.5
AWD,Aniwa Airport,Aniwa,VU,-19.2346,169.6009
AWK,Wake Island Airfield,Wake island,UM,19.2821,166.636
AWZ,Ahwaz Airport,Ahwaz,IR,31.3374,48.762
AXA,Clayton J Lloyd International Airport,The Valley,AI,18.2048,-63.0551
AXD,Dimokritos Airport,Alexandroupolis,GR,40.8559,25.9563
AXF,Alxa Left Banner Bayanhot Airport,Alxa Left Banner,CN,38.7483,105.5886
AXJ,Amakusa Airport,Amakusa,JP,32.4825,130.159
AXK,Ataq Airport,Ataq,YE,14.5513,46.8262
AXM,El Eden Airport,Armenia,CO,4.4528,-75.7664
AXN,Chandler Field,Alexandria,US,45.8663,-95.3947
AXP,Spring Point Airport,Spring Point,BS,22.4418,-73.9709
AXR,Arutua Airport,Arutua,PF,-15.2483,-146.617
AXT,Akita Airport,Akita,JP,39.6156,140.219
AXU,Axum Airport,Axum,ET,14.1468,38.7728
AYK,Arkalyk North Airport,Arkalyk,KZ,50.3186,66.9528
AYO,Juan De Ayolas Airport,Ayolas,PY,-27.3706,-56.8541
AYP,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,PE,-13.1548,-74.2044
AYQ,Ayers Rock Connellan Airport,Uluru,AU,-25.1861,130.976
AYS,Waycross Ware County Airport,Waycross,US,31.2491,-82.3955
AYT,Antalya International Airport,Antalya,TR,36.8987,30.8005
AYW,Ayawasi Airport,Ayawasi,ID,-1.1593,132.4633
AZA,Phoenix-Mesa-Gateway Airport,Mesa,US,33.3078,-111.655
AZD,Shahid Sadooghi Airport,Yazd,IR,31.9049,54.2765
AZI,Bateen Airport,Abu Dhabi,AE,24.4283,54.4581
AZN,Andizhan Airport,Andizhan,UZ,40.7277,72.294
AZO,Kalamazoo Battle Creek International Airport,Kalamazoo,US,42.2349,-85.5521
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,27.8376,-0.1864
AZS,Samaná El Catey International Airport,Samana,DO,19.267,-69.742
BAB,Beale Air Force Base,Marysville,US,39.1361,-121.437
BAD,Barksdale Air Force Base,Shreveport,US,32.5018,-93.6627
BAF,Westfield-Barnes Regional Airport,Westfield,US,42.1578,-72.7156
BAG,Loakan Airport,Baguio,PH,16.3751,120.62
BAH,Bahrain International Airport,Bahrain,BH,26.2708,50.6336
BAI,Buenos Aires Airport,Buenos Aires,CR,9.1639,-83.3302
BAL,Batman Airport,Batman,TR,37.929,41.1166
BAQ,Ernesto Cortissoz International Airport,Barranquilla,CO,10.8896,-74.7808
BAR,Qionghai Bo'ao Airport,Qionghai,CN,19.1382,110.4548
BAS,Ballalae Airport,Ballalae,SB,-6.9907,155.8867
BAT,Chafei Amsei Airport,Barretos,BR,-20.5845,-48.5941
BAU,Bauru Airport,Bauru,BR,-22.345,-49.0538
BAV,Baotou Airport,Baotou,CN,40.56,109.997
BAX,Barnaul Airport,Barnaul,RU,53.3638,83.5385
BAY,Tautii Magheraus Airport,Baia Mare,RO,47.6584,23.47
BAZ,Barcelos Airport,Barcelos,BR,-0.9813,-62.9196
BBA,Balmaceda Airport,Balmaceda,CL,-45.9161,-71.6895
BBC,Bay City Municipal Airport,Bay City,US,28.9733,-95.8635
BBD,Curtis Field,Brady,US,31.1793,-99.3239
BBG,Butaritari Atoll Airport,Butaritari,KI,3.0858,172.811
BBH,Barth Airport,Barth,DE,54.3383,12.7105
BBI,Biju Patnaik Airport,Bhubaneswar,IN,20.2444,85.8178
BBJ,Bitburg Airport,Birburg,DE,49.9453,6.565
BBK,Kasane Airport,Kasane,BW,-17.8329,25.1624
BBL,Ballera Airport,Ballera,AU,-27.4056,141.8095
BBM,Battambang Airport,Battambang,KH,13.0956,103.224
BBN,Bario Airport,Bario,MY,3.7339,115.479
BBO,Berbera Airport,Berbera,SO,10.3892,44.9411
BBP,Bembridge Airport,Bembridge,GB,50.6781,-1.1094
BBQ,Codrington Airport,Codrington,AG,17.6358,-61.8286
BBR,Baillif Airport,Basse Terre,GP,16.0133,-61.7422
BBS,Blackbushe Airport,Blackbushe,GB,51.3239,-0.8475
BBT,Berbérati Airport,Berberati,CF,4.2216,15.7864
BBU,Băneasa International Airport,Bucharest,RO,44.5032,26.1021
BBX,Wings Field,Philadelphia,US,40.1375,-75.2651
BCA,Gustavo Rizo Airport,Baracoa Playa,CU,20.3653,-74.5062
BCD,Bacolod-Silay Airport,Bacolod,PH,10.7764,123.015
BCE,Bryce Canyon Airport,Bryce Canyon,US,37.7064,-112.145
BCH,Cakung Airport,Baucau,TL,-8.489,126.401
BCI,Barcaldine Airport,Barcaldine,AU,-23.5653,145.307
BCL,Barra del Colorado Airport,Pococi,CR,10.7687,-83.5856
BCM,Bacău Airport,Bacau,RO,46.5219,26.9103
BCN,Barcelona International Airport,Barcelona,ES,41.2971,2.0785
BCO,Baco Airport,Baco,ET,5.7829,36.562
BCT,Boca Raton Airport,Boca Raton,US,26.3785,-80.1077
BCU,Sir Abubakar Tafawa Balewa International Airport,Bauchi,NG,10.4828,9.744
BDA,L.F. Wade International International Airport,Bermuda,BM,32.364,-64.6787
BDB,Bundaberg Airport,Bundaberg,AU,-24.9039,152.319
BDD,Badu Island Airport,Badu Island,AU,-10.15,142.1734
BDE,Baudette International Airport,Baudette,US,48.7284,-94.6122
BDH,Bandar Lengeh Airport,Bandar Lengeh,IR,26.532,54.8248
BDI,Bird Island Airport,Bird Island,SC,-3.7247,55.2053
BDJ,Syamsudin Noor Airport,Banjarmasin,ID,-3.4424,114.763
BDL,Bradley International Airport,Windsor Locks,US,41.9389,-72.6832
BDM,Bandırma Airport,Bandirma,TR,40.318,27.9777
BDN,Talhar Airport,Talhar,PK,24.8415,68.8384
BDO,Husein Sastranegara International Airport,Bandung,ID,-6.9006,107.576
BDP,Bhadrapur Airport,Chandragarhi,NP,26.5708,88.0796
